Label	Bone	Specification version	Animation time	Bone rest X global origin in meters	Bone rest Y global origin in meters	Bone rest Z global origin in meters	Bone rest truncated normalized basis axis x 0	Bone rest truncated normalized basis axis x 1	Bone rest truncated normalized basis axis x 2	Bone rest truncated normalized basis axis y 0	Bone rest truncated normalized basis axis y 1	Bone rest truncated normalized basis axis y 2	Bone rest X global scale in meters	Bone rest Y global scale in meters	Bone rest Z global scale in meters	Bone X global origin in meters	Bone Y global origin in meters	Bone Z global origin in meters	Bone truncated normalized basis axis x 0	Bone truncated normalized basis axis x 1	Bone truncated normalized basis axis x 2	Bone truncated normalized basis axis y 0	Bone truncated normalized basis axis y 1	Bone truncated normalized basis axis y 2	Bone X global scale in meters	Bone Y global scale in meters	Bone Z global scale in meters	Bone parent X global origin in meters	Bone parent Y global origin in meters	Bone parent Z global origin in meters	Bone parent truncated normalized basis axis x 0	Bone parent truncated normalized basis axis x 1	Bone parent truncated normalized basis axis x 2	Bone parent truncated normalized basis axis y 0	Bone parent truncated normalized basis axis y 1	Bone parent truncated normalized basis axis y 2	Bone parent X global scale in meters	Bone parent Y global scale in meters	Bone parent Z global scale in meters
leftLowerArm	LeftForeArm	VERSION_NONE	0	-0.22263941168785	-0.22263941168785	-0.22263941168785	1	0	0	0	1	0	1	1	1	-0.32042306661606	1.31002926826477	-0.02034735679626	1	0	0	0	1	0	1	1	1	-0.32042306661606	1.31002926826477	-0.02034735679626	1	0	0	0	1	0	1	1	1
leftHand	LeftHand	VERSION_NONE	0	-0.21280917525291	-0.21280917525291	-0.21280917525291	1	0	0	0	1	0	1	1	1	-0.53323221206665	1.31015288829803	-0.04012286663055	1	0	0	0	1	0	1	1	1	-0.53323221206665	1.31015288829803	-0.04012286663055	1	0	0	0	1	0	1	1	1
leftIndexProximal	LeftHandIndex1	VERSION_NONE	0	-0.07061046361923	-0.07061046361923	-0.07061046361923	1	0	0	0	1	0	1	1	1	-0.60384267568588	1.31803405284882	-0.05950248241425	1	0	0	0	1	0	1	1	1	-0.60384267568588	1.31803405284882	-0.05950248241425	1	0	0	0	1	0	1	1	1
leftIndexIntermediate	LeftHandIndex2	VERSION_NONE	0	-0.0285781621933	-0.0285781621933	-0.0285781621933	1	0	0	0	1	0	1	1	1	-0.63242083787918	1.32068574428558	-0.06078374385834	1	0	0	0	1	0	1	1	1	-0.63242083787918	1.32068574428558	-0.06078374385834	1	0	0	0	1	0	1	1	1
leftIndexDistal	LeftHandIndex3	VERSION_NONE	0	-0.01600015163422	-0.01600015163422	-0.01600015163422	1	0	0	0	1	0	1	1	1	-0.6484209895134	1.3225200176239	-0.06142902374268	1	0	0	0	1	0	1	1	1	-0.6484209895134	1.3225200176239	-0.06142902374268	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	LeftHandIndex3_end	VERSION_NONE	0	-0.0159952044487	-0.0159952044487	-0.0159952044487	1	0	0	0	1	0	1	1	1	-0.6644161939621	1.32430911064148	-0.06228470802307	1	0	0	0	1	0	1	1	1	-0.6644161939621	1.32430911064148	-0.06228470802307	1	0	0	0	1	0	1	1	1
leftMiddleProximal	LeftHandMiddle1	VERSION_NONE	0	-0.0750817656517	-0.0750817656517	-0.0750817656517	1	0	0	0	1	0	1	1	1	-0.60831397771835	1.32246375083923	-0.04640078544617	1	0	0	0	1	0	1	1	1	-0.60831397771835	1.32246375083923	-0.04640078544617	1	0	0	0	1	0	1	1	1
leftMiddleIntermediate	LeftHandMiddle2	VERSION_NONE	0	-0.02973431348801	-0.02973431348801	-0.02973431348801	1	0	0	0	1	0	1	1	1	-0.63804829120636	1.32437813282013	-0.04672145843506	1	0	0	0	1	0	1	1	1	-0.63804829120636	1.32437813282013	-0.04672145843506	1	0	0	0	1	0	1	1	1
leftMiddleDistal	LeftHandMiddle3	VERSION_NONE	0	-0.01748907566071	-0.01748907566071	-0.01748907566071	1	0	0	0	1	0	1	1	1	-0.65553736686707	1.32548487186432	-0.04737210273743	1	0	0	0	1	0	1	1	1	-0.65553736686707	1.32548487186432	-0.04737210273743	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	LeftHandMiddle3_end	VERSION_NONE	0	-0.01743733882904	-0.01743733882904	-0.01743733882904	1	0	0	0	1	0	1	1	1	-0.67297470569611	1.32724177837372	-0.04797339439392	1	0	0	0	1	0	1	1	1	-0.67297470569611	1.32724177837372	-0.04797339439392	1	0	0	0	1	0	1	1	1
leftLittleProximal	LeftHandPinky1	VERSION_NONE	0	-0.06819158792496	-0.06819158792496	-0.06819158792496	1	0	0	0	1	0	1	1	1	-0.60142379999161	1.3120950460434	-0.02049243450165	1	0	0	0	1	0	1	1	1	-0.60142379999161	1.3120950460434	-0.02049243450165	1	0	0	0	1	0	1	1	1
leftLittleIntermediate	LeftHandPinky2	VERSION_NONE	0	-0.02024245262146	-0.02024245262146	-0.02024245262146	1	0	0	0	1	0	1	1	1	-0.62166625261307	1.31389677524567	-0.02071690559387	1	0	0	0	1	0	1	1	1	-0.62166625261307	1.31389677524567	-0.02071690559387	1	0	0	0	1	0	1	1	1
leftLittleDistal	LeftHandPinky3	VERSION_NONE	0	-0.01575744152069	-0.01575744152069	-0.01575744152069	1	0	0	0	1	0	1	1	1	-0.63742369413376	1.31535995006561	-0.02113473415375	1	0	0	0	1	0	1	1	1	-0.63742369413376	1.31535995006561	-0.02113473415375	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	LeftHandPinky3_end	VERSION_NONE	0	-0.01575541496277	-0.01575541496277	-0.01575541496277	1	0	0	0	1	0	1	1	1	-0.65317910909653	1.31671094894409	-0.02187955379486	1	0	0	0	1	0	1	1	1	-0.65317910909653	1.31671094894409	-0.02187955379486	1	0	0	0	1	0	1	1	1
leftRingProximal	LeftHandRing1	VERSION_NONE	0	-0.07202255725861	-0.07202255725861	-0.07202255725861	1	0	0	0	1	0	1	1	1	-0.60525476932526	1.31668829917908	-0.03224050998688	1	0	0	0	1	0	1	1	1	-0.60525476932526	1.31668829917908	-0.03224050998688	1	0	0	0	1	0	1	1	1
leftRingIntermediate	LeftHandRing2	VERSION_NONE	0	-0.02612960338593	-0.02612960338593	-0.02612960338593	1	0	0	0	1	0	1	1	1	-0.63138437271118	1.32039189338684	-0.0330970287323	1	0	0	0	1	0	1	1	1	-0.63138437271118	1.32039189338684	-0.0330970287323	1	0	0	0	1	0	1	1	1
leftRingDistal	LeftHandRing3	VERSION_NONE	0	-0.01954126358032	-0.01954126358032	-0.01954126358032	1	0	0	0	1	0	1	1	1	-0.6509256362915	1.32240796089172	-0.03333377838135	1	0	0	0	1	0	1	1	1	-0.6509256362915	1.32240796089172	-0.03333377838135	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	LeftHandRing3_end	VERSION_NONE	0	-0.01948356628418	-0.01948356628418	-0.01948356628418	1	0	0	0	1	0	1	1	1	-0.67040920257568	1.32474756240845	-0.0342743396759	1	0	0	0	1	0	1	1	1	-0.67040920257568	1.32474756240845	-0.0342743396759	1	0	0	0	1	0	1	1	1
leftThumbProximal	LeftHandThumb1	VERSION_NONE	0	-0.02413684129715	-0.02413684129715	-0.02413684129715	1	0	0	0	1	0	1	1	1	-0.5573690533638	1.30207085609436	-0.05968630313873	1	0	0	0	1	0	1	1	1	-0.5573690533638	1.30207085609436	-0.05968630313873	1	0	0	0	1	0	1	1	1
leftThumbIntermediate	LeftHandThumb2	VERSION_NONE	0	-0.01740527153015	-0.01740527153015	-0.01740527153015	1	0	0	0	1	0	1	1	1	-0.57477432489395	1.3021092414856	-0.07563662528992	1	0	0	0	1	0	1	1	1	-0.57477432489395	1.3021092414856	-0.07563662528992	1	0	0	0	1	0	1	1	1
leftThumbDistal	LeftHandThumb3	VERSION_NONE	0	-0.01612651348114	-0.01612651348114	-0.01612651348114	1	0	0	0	1	0	1	1	1	-0.59090083837509	1.30163156986237	-0.08823466300964	1	0	0	0	1	0	1	1	1	-0.59090083837509	1.30163156986237	-0.08823466300964	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	LeftHandThumb3_end	VERSION_NONE	0	-0.01533818244934	-0.01533818244934	-0.01533818244934	1	0	0	0	1	0	1	1	1	-0.60623902082443	1.3015992641449	-0.09925448894501	1	0	0	0	1	0	1	1	1	-0.60623902082443	1.3015992641449	-0.09925448894501	1	0	0	0	1	0	1	1	1
neck	Neck	VERSION_NONE	0	0.00000004815292	0.00000004815292	0.00000004815292	1	0	0	0	1	0	1	1	1	0.00000004695571	1.35679864883423	-0.02091419696808	1	0	0	0	1	0	1	1	1	0.00000004695571	1.35679864883423	-0.02091419696808	1	0	0	0	1	0	1	1	1
head	Head	VERSION_NONE	0	-0.00000001214516	-0.00000001214516	-0.00000001214516	1	0	0	0	1	0	1	1	1	0.00000003481054	1.40941965579987	-0.02662646770477	1	0	0	0	1	0	1	1	1	0.00000003481054	1.40941965579987	-0.02662646770477	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBack1	VERSION_NONE	0	-0.00000003276055	-0.00000003276055	-0.00000003276055	1	0	0	0	1	0	1	1	1	0.00000000204999	1.52177238464355	0.02216136455536	1	0	0	0	1	0	1	1	1	0.00000000204999	1.52177238464355	0.02216136455536	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBack2	VERSION_NONE	0	0.00000006477981	0.00000006477981	0.00000006477981	1	0	0	0	1	0	1	1	1	0.00000006682981	1.36001563072205	0.06212151050568	1	0	0	0	1	0	1	1	1	0.00000006682981	1.36001563072205	0.06212151050568	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBack3	VERSION_NONE	0	0.0000000981204	0.0000000981204	0.0000000981204	1	0	0	0	1	0	1	1	1	0.00000016495019	1.1972804069519	0.10802757740021	1	0	0	0	1	0	1	1	1	0.00000016495019	1.1972804069519	0.10802757740021	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBack3_end	VERSION_NONE	0	0.00000010313416	0.00000010313416	0.00000010313416	1	0	0	0	1	0	1	1	1	0.00000026808436	1.03448975086212	0.13104903697968	1	0	0	0	1	0	1	1	1	0.00000026808436	1.03448975086212	0.13104903697968	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBangs_L	VERSION_NONE	0	-0.01527541317046	-0.01527541317046	-0.01527541317046	1	0	0	0	1	0	1	1	1	-0.01527537871152	1.55649828910828	-0.10427510738373	1	0	0	0	1	0	1	1	1	-0.01527537871152	1.55649828910828	-0.10427510738373	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBangs_L_end	VERSION_NONE	0	-0.01596071384847	-0.01596071384847	-0.01596071384847	1	0	0	0	1	0	1	1	1	-0.03123609349132	1.47874486446381	-0.10764372348785	1	0	0	0	1	0	1	1	1	-0.03123609349132	1.47874486446381	-0.10764372348785	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBangs_R	VERSION_NONE	0	0.01527543365955	0.01527543365955	0.01527543365955	1	0	0	0	1	0	1	1	1	0.01527546811849	1.5564980506897	-0.10427510738373	1	0	0	0	1	0	1	1	1	0.01527546811849	1.5564980506897	-0.10427510738373	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairBangs_R_end	VERSION_NONE	0	0.01596090011299	0.01596090011299	0.01596090011299	1	0	0	0	1	0	1	1	1	0.0312363691628	1.47874474525452	-0.10764288902283	1	0	0	0	1	0	1	1	1	0.0312363691628	1.47874474525452	-0.10764288902283	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide1_L	VERSION_NONE	0	-0.06992287188768	-0.06992287188768	-0.06992287188768	1	0	0	0	1	0	1	1	1	-0.06992283463478	1.51425194740295	-0.07088017463684	1	0	0	0	1	0	1	1	1	-0.06992283463478	1.51425194740295	-0.07088017463684	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide2_L	VERSION_NONE	0	-0.00384134054184	-0.00384134054184	-0.00384134054184	1	0	0	0	1	0	1	1	1	-0.07376417517662	1.39362573623657	-0.06377387046814	1	0	0	0	1	0	1	1	1	-0.07376417517662	1.39362573623657	-0.06377387046814	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide3_L	VERSION_NONE	0	-0.0370819196105	-0.0370819196105	-0.0370819196105	1	0	0	0	1	0	1	1	1	-0.11084609478712	1.27626883983612	-0.07622802257538	1	0	0	0	1	0	1	1	1	-0.11084609478712	1.27626883983612	-0.07622802257538	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide3_L_end	VERSION_NONE	0	-0.00560591369867	-0.00560591369867	-0.00560591369867	1	0	0	0	1	0	1	1	1	-0.11645200848579	1.12827968597412	-0.06943571567535	1	0	0	0	1	0	1	1	1	-0.11645200848579	1.12827968597412	-0.06943571567535	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide1_R	VERSION_NONE	0	0.06992289423943	0.06992289423943	0.06992289423943	1	0	0	0	1	0	1	1	1	0.06992293149233	1.51425194740295	-0.07088017463684	1	0	0	0	1	0	1	1	1	0.06992293149233	1.51425194740295	-0.07088017463684	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide2_R	VERSION_NONE	0	0.00384137034416	0.00384137034416	0.00384137034416	1	0	0	0	1	0	1	1	1	0.07376430183649	1.39362549781799	-0.06377387046814	1	0	0	0	1	0	1	1	1	0.07376430183649	1.39362549781799	-0.06377387046814	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide3_R	VERSION_NONE	0	0.03708200156689	0.03708200156689	0.03708200156689	1	0	0	0	1	0	1	1	1	0.11084630340338	1.27626860141754	-0.07622802257538	1	0	0	0	1	0	1	1	1	0.11084630340338	1.27626860141754	-0.07622802257538	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	HairSide3_R_end	VERSION_NONE	0	0.00560595840216	0.00560595840216	0.00560595840216	1	0	0	0	1	0	1	1	1	0.11645226180553	1.12827944755554	-0.06943535804749	1	0	0	0	1	0	1	1	1	0.11645226180553	1.12827944755554	-0.06943535804749	1	0	0	0	1	0	1	1	1
leftEye	LeftEye	VERSION_NONE	0	-0.02066136524081	-0.02066136524081	-0.02066136524081	1	0	0	0	1	0	1	1	1	-0.02066132985055	1.45630431175232	-0.04335069656372	1	0	0	0	1	0	1	1	1	-0.02066132985055	1.45630431175232	-0.04335069656372	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	LeftEye_end	VERSION_NONE	0	-0.01105247810483	-0.01105247810483	-0.01105247810483	1	0	0	0	1	0	1	1	1	-0.03171380609274	1.45650327205658	-0.08060050010681	1	0	0	0	1	0	1	1	1	-0.03171380609274	1.45650327205658	-0.08060050010681	1	0	0	0	1	0	1	1	1
rightEye	RightEye	VERSION_NONE	0	0.02066136524081	0.02066136524081	0.02066136524081	1	0	0	0	1	0	1	1	1	0.02066140063107	1.45630419254303	-0.04335069656372	1	0	0	0	1	0	1	1	1	0.02066140063107	1.45630419254303	-0.04335069656372	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightEye_end	VERSION_NONE	0	0.01105250418186	0.01105250418186	0.01105250418186	1	0	0	0	1	0	1	1	1	0.03171390295029	1.45650315284729	-0.08060038089752	1	0	0	0	1	0	1	1	1	0.03171390295029	1.45650315284729	-0.08060038089752	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	tongue01	VERSION_NONE	0	0.00000000932132	0.00000000932132	0.00000000932132	1	0	0	0	1	0	1	1	1	0.00000004413187	1.4120659828186	-0.04655599594116	1	0	0	0	1	0	1	1	1	0.00000004413187	1.4120659828186	-0.04655599594116	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	tongue02	VERSION_NONE	0	0.00000000654478	0.00000000654478	0.00000000654478	1	0	0	0	1	0	1	1	1	0.00000005067664	1.41357409954071	-0.0620265007019	1	0	0	0	1	0	1	1	1	0.00000005067664	1.41357409954071	-0.0620265007019	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	tongue03	VERSION_NONE	0	0.000000008142	0.000000008142	0.000000008142	1	0	0	0	1	0	1	1	1	0.00000005881865	1.4076099395752	-0.07852005958557	1	0	0	0	1	0	1	1	1	0.00000005881865	1.4076099395752	-0.07852005958557	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	tongue03_end	VERSION_NONE	0	0.00000000475455	0.00000000475455	0.00000000475455	1	0	0	0	1	0	1	1	1	0.0000000635732	1.39792227745056	-0.08602428436279	1	0	0	0	1	0	1	1	1	0.0000000635732	1.39792227745056	-0.08602428436279	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightBust	VERSION_NONE	0	0.04690451547503	0.04690451547503	0.04690451547503	1	0	0	0	1	0	1	1	1	0.04690451547503	1.22466611862183	-0.07217586040497	1	0	0	0	1	0	1	1	1	0.04690451547503	1.22466611862183	-0.07217586040497	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightBust_end	VERSION_NONE	0	0.02767348662019	0.02767348662019	0.02767348662019	1	0	0	0	1	0	1	1	1	0.07457800209522	1.24569952487946	-0.18693566322327	1	0	0	0	1	0	1	1	1	0.07457800209522	1.24569952487946	-0.18693566322327	1	0	0	0	1	0	1	1	1
rightShoulder	RightShoulder	VERSION_NONE	0	0.03166596218944	0.03166596218944	0.03166596218944	1	0	0	0	1	0	1	1	1	0.03166596218944	1.30715441703796	-0.02405118942261	1	0	0	0	1	0	1	1	1	0.03166596218944	1.30715441703796	-0.02405118942261	1	0	0	0	1	0	1	1	1
