Label	Bone	Specification version	Animation time	Bone rest X global origin in meters	Bone rest Y global origin in meters	Bone rest Z global origin in meters	Bone rest truncated normalized basis axis x 0	Bone rest truncated normalized basis axis x 1	Bone rest truncated normalized basis axis x 2	Bone rest truncated normalized basis axis y 0	Bone rest truncated normalized basis axis y 1	Bone rest truncated normalized basis axis y 2	Bone rest X global scale in meters	Bone rest Y global scale in meters	Bone rest Z global scale in meters	Bone X global origin in meters	Bone Y global origin in meters	Bone Z global origin in meters	Bone truncated normalized basis axis x 0	Bone truncated normalized basis axis x 1	Bone truncated normalized basis axis x 2	Bone truncated normalized basis axis y 0	Bone truncated normalized basis axis y 1	Bone truncated normalized basis axis y 2	Bone X global scale in meters	Bone Y global scale in meters	Bone Z global scale in meters	Bone parent X global origin in meters	Bone parent Y global origin in meters	Bone parent Z global origin in meters	Bone parent truncated normalized basis axis x 0	Bone parent truncated normalized basis axis x 1	Bone parent truncated normalized basis axis x 2	Bone parent truncated normalized basis axis y 0	Bone parent truncated normalized basis axis y 1	Bone parent truncated normalized basis axis y 2	Bone parent X global scale in meters	Bone parent Y global scale in meters	Bone parent Z global scale in meters
leftUpperArm	LeftArm	VERSION_NONE	0	-0.09284012019634	-0.09284012019634	-0.09284012019634	1	0	0	0	1	0	1	1	1	-0.13922809064388	1.31626749038696	0.01968362554908	1	0	0	0	1	0	1	1	1	-0.13922809064388	1.31626749038696	0.01968362554908	1	0	0	0	1	0	1	1	1
leftLowerArm	LeftForeArm	VERSION_NONE	0	-0.22795243561268	-0.22795243561268	-0.22795243561268	1	0	0	0	1	0	1	1	1	-0.36718052625656	1.30971527099609	0.01220219768584	1	0	0	0	1	0	1	1	1	-0.36718052625656	1.30971527099609	0.01220219768584	1	0	0	0	1	0	1	1	1
leftHand	LeftHand	VERSION_NONE	0	-0.21595758199692	-0.21595758199692	-0.21595758199692	1	0	0	0	1	0	1	1	1	-0.58313810825348	1.30791902542114	0.00441363453865	1	0	0	0	1	0	1	1	1	-0.58313810825348	1.30791902542114	0.00441363453865	1	0	0	0	1	0	1	1	1
leftThumbProximal	LeftHandThumb1	VERSION_NONE	0	-0.02838557958603	-0.02838557958603	-0.02838557958603	1	0	0	0	1	0	1	1	1	-0.61152368783951	1.30105841159821	-0.02428149431944	1	0	0	0	1	0	1	1	1	-0.61152368783951	1.30105841159821	-0.02428149431944	1	0	0	0	1	0	1	1	1
leftThumbIntermediate	LeftHandThumb2	VERSION_NONE	0	-0.02129983901978	-0.02129983901978	-0.02129983901978	1	0	0	0	1	0	1	1	1	-0.63282352685928	1.29711198806763	-0.04884798079729	1	0	0	0	1	0	1	1	1	-0.63282352685928	1.29711198806763	-0.04884798079729	1	0	0	0	1	0	1	1	1
leftThumbDistal	LeftHandThumb3	VERSION_NONE	0	-0.01354455947876	-0.01354455947876	-0.01354455947876	1	0	0	0	1	0	1	1	1	-0.64636808633804	1.29271531105042	-0.07494417577982	1	0	0	0	1	0	1	1	1	-0.64636808633804	1.29271531105042	-0.07494417577982	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.001	VERSION_NONE	0	-0.01498627662659	-0.01498627662659	-0.01498627662659	1	0	0	0	1	0	1	1	1	-0.66135436296463	1.29026913642883	-0.09669090807438	1	0	0	0	1	0	1	1	1	-0.66135436296463	1.29026913642883	-0.09669090807438	1	0	0	0	1	0	1	1	1
leftIndexProximal	LeftHandIndex1	VERSION_NONE	0	-0.08600896596909	-0.08600896596909	-0.08600896596909	1	0	0	0	1	0	1	1	1	-0.66914707422256	1.31044960021973	-0.04280655831099	1	0	0	0	1	0	1	1	1	-0.66914707422256	1.31044960021973	-0.04280655831099	1	0	0	0	1	0	1	1	1
leftIndexIntermediate	LeftHandIndex2	VERSION_NONE	0	-0.02316188812256	-0.02316188812256	-0.02316188812256	1	0	0	0	1	0	1	1	1	-0.69230896234512	1.31232643127441	-0.04947244003415	1	0	0	0	1	0	1	1	1	-0.69230896234512	1.31232643127441	-0.04947244003415	1	0	0	0	1	0	1	1	1
leftIndexDistal	LeftHandIndex3	VERSION_NONE	0	-0.02262651920319	-0.02262651920319	-0.02262651920319	1	0	0	0	1	0	1	1	1	-0.71493548154831	1.31048989295959	-0.05325958505273	1	0	0	0	1	0	1	1	1	-0.71493548154831	1.31048989295959	-0.05325958505273	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.002	VERSION_NONE	0	-0.02002918720245	-0.02002918720245	-0.02002918720245	1	0	0	0	1	0	1	1	1	-0.73496466875076	1.30539095401764	-0.05089132860303	1	0	0	0	1	0	1	1	1	-0.73496466875076	1.30539095401764	-0.05089132860303	1	0	0	0	1	0	1	1	1
leftMiddleProximal	LeftHandMiddle1	VERSION_NONE	0	-0.09451061487198	-0.09451061487198	-0.09451061487198	1	0	0	0	1	0	1	1	1	-0.67764872312546	1.31175541877747	-0.02494364418089	1	0	0	0	1	0	1	1	1	-0.67764872312546	1.31175541877747	-0.02494364418089	1	0	0	0	1	0	1	1	1
leftMiddleIntermediate	LeftHandMiddle2	VERSION_NONE	0	-0.02535045146942	-0.02535045146942	-0.02535045146942	1	0	0	0	1	0	1	1	1	-0.70299917459488	1.3129997253418	-0.02883921004832	1	0	0	0	1	0	1	1	1	-0.70299917459488	1.3129997253418	-0.02883921004832	1	0	0	0	1	0	1	1	1
leftMiddleDistal	LeftHandMiddle3	VERSION_NONE	0	-0.02372813224792	-0.02372813224792	-0.02372813224792	1	0	0	0	1	0	1	1	1	-0.7267273068428	1.31113362312317	-0.03064741753042	1	0	0	0	1	0	1	1	1	-0.7267273068428	1.31113362312317	-0.03064741753042	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.003	VERSION_NONE	0	-0.01985239982605	-0.01985239982605	-0.01985239982605	1	0	0	0	1	0	1	1	1	-0.74657970666885	1.31078696250916	-0.02353184483945	1	0	0	0	1	0	1	1	1	-0.74657970666885	1.31078696250916	-0.02353184483945	1	0	0	0	1	0	1	1	1
leftRingProximal	LeftHandRing1	VERSION_NONE	0	-0.0959489941597	-0.0959489941597	-0.0959489941597	1	0	0	0	1	0	1	1	1	-0.67908710241318	1.3081157207489	-0.00673552788794	1	0	0	0	1	0	1	1	1	-0.67908710241318	1.3081157207489	-0.00673552788794	1	0	0	0	1	0	1	1	1
leftRingIntermediate	LeftHandRing2	VERSION_NONE	0	-0.02348673343658	-0.02348673343658	-0.02348673343658	1	0	0	0	1	0	1	1	1	-0.70257383584976	1.31027102470398	-0.00677025038749	1	0	0	0	1	0	1	1	1	-0.70257383584976	1.31027102470398	-0.00677025038749	1	0	0	0	1	0	1	1	1
leftRingDistal	LeftHandRing3	VERSION_NONE	0	-0.02180707454681	-0.02180707454681	-0.02180707454681	1	0	0	0	1	0	1	1	1	-0.72438091039658	1.31054246425629	-0.00657396996394	1	0	0	0	1	0	1	1	1	-0.72438091039658	1.31054246425629	-0.00657396996394	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.004	VERSION_NONE	0	-0.0189665555954	-0.0189665555954	-0.0189665555954	1	0	0	0	1	0	1	1	1	-0.74334746599197	1.31250786781311	-0.00578634813428	1	0	0	0	1	0	1	1	1	-0.74334746599197	1.31250786781311	-0.00578634813428	1	0	0	0	1	0	1	1	1
leftLittleProximal	LeftHandPinky1	VERSION_NONE	0	-0.09130150079727	-0.09130150079727	-0.09130150079727	1	0	0	0	1	0	1	1	1	-0.67443960905075	1.30461287498474	0.01097691245377	1	0	0	0	1	0	1	1	1	-0.67443960905075	1.30461287498474	0.01097691245377	1	0	0	0	1	0	1	1	1
leftLittleIntermediate	LeftHandPinky2	VERSION_NONE	0	-0.0186733007431	-0.0186733007431	-0.0186733007431	1	0	0	0	1	0	1	1	1	-0.69311290979385	1.30556130409241	0.01337038632482	1	0	0	0	1	0	1	1	1	-0.69311290979385	1.30556130409241	0.01337038632482	1	0	0	0	1	0	1	1	1
leftLittleDistal	LeftHandPinky3	VERSION_NONE	0	-0.01559674739838	-0.01559674739838	-0.01559674739838	1	0	0	0	1	0	1	1	1	-0.70870965719223	1.30525779724121	0.01441890373826	1	0	0	0	1	0	1	1	1	-0.70870965719223	1.30525779724121	0.01441890373826	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.005	VERSION_NONE	0	-0.01295447349548	-0.01295447349548	-0.01295447349548	1	0	0	0	1	0	1	1	1	-0.72166413068771	1.30489182472229	0.0141650242731	1	0	0	0	1	0	1	1	1	-0.72166413068771	1.30489182472229	0.0141650242731	1	0	0	0	1	0	1	1	1
rightShoulder	RightShoulder	VERSION_NONE	0	0.04666592925787	0.04666592925787	0.04666592925787	1	0	0	0	1	0	1	1	1	0.0469437353313	1.34762740135193	0.01899071782827	1	0	0	0	1	0	1	1	1	0.0469437353313	1.34762740135193	0.01899071782827	1	0	0	0	1	0	1	1	1
rightUpperArm	RightArm	VERSION_NONE	0	0.09284014254808	0.09284014254808	0.09284014254808	1	0	0	0	1	0	1	1	1	0.13978387415409	1.31626772880554	0.01864428818226	1	0	0	0	1	0	1	1	1	0.13978387415409	1.31626772880554	0.01864428818226	1	0	0	0	1	0	1	1	1
rightLowerArm	RightForeArm	VERSION_NONE	0	0.22781382501125	0.22781382501125	0.22781382501125	1	0	0	0	1	0	1	1	1	0.36759769916534	1.30807185173035	0.00913614220917	1	0	0	0	1	0	1	1	1	0.36759769916534	1.30807185173035	0.00913614220917	1	0	0	0	1	0	1	1	1
rightHand	RightHand	VERSION_NONE	0	0.21589815616608	0.21589815616608	0.21589815616608	1	0	0	0	1	0	1	1	1	0.58349585533142	1.30602526664734	-0.00064116064459	1	0	0	0	1	0	1	1	1	0.58349585533142	1.30602526664734	-0.00064116064459	1	0	0	0	1	0	1	1	1
rightThumbProximal	RightHandThumb1	VERSION_NONE	0	0.0292706489563	0.0292706489563	0.0292706489563	1	0	0	0	1	0	1	1	1	0.61276650428772	1.2996369600296	-0.03007912263274	1	0	0	0	1	0	1	1	1	0.61276650428772	1.2996369600296	-0.03007912263274	1	0	0	0	1	0	1	1	1
rightThumbIntermediate	RightHandThumb2	VERSION_NONE	0	0.02208703756332	0.02208703756332	0.02208703756332	1	0	0	0	1	0	1	1	1	0.63485354185104	1.29609727859497	-0.05515277758241	1	0	0	0	1	0	1	1	1	0.63485354185104	1.29609727859497	-0.05515277758241	1	0	0	0	1	0	1	1	1
rightThumbDistal	RightHandThumb3	VERSION_NONE	0	0.01502060890198	0.01502060890198	0.01502060890198	1	0	0	0	1	0	1	1	1	0.64987415075302	1.29178392887115	-0.08044380694628	1	0	0	0	1	0	1	1	1	0.64987415075302	1.29178392887115	-0.08044380694628	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.006	VERSION_NONE	0	0.01196241378784	0.01196241378784	0.01196241378784	1	0	0	0	1	0	1	1	1	0.66183656454086	1.28821420669556	-0.10352790355682	1	0	0	0	1	0	1	1	1	0.66183656454086	1.28821420669556	-0.10352790355682	1	0	0	0	1	0	1	1	1
rightIndexProximal	RightHandIndex1	VERSION_NONE	0	0.09043127298355	0.09043127298355	0.09043127298355	1	0	0	0	1	0	1	1	1	0.67392712831497	1.31018507480621	-0.04833453521132	1	0	0	0	1	0	1	1	1	0.67392712831497	1.31018507480621	-0.04833453521132	1	0	0	0	1	0	1	1	1
rightIndexIntermediate	RightHandIndex2	VERSION_NONE	0	0.02267217636108	0.02267217636108	0.02267217636108	1	0	0	0	1	0	1	1	1	0.69659930467606	1.31143426895142	-0.05504925921559	1	0	0	0	1	0	1	1	1	0.69659930467606	1.31143426895142	-0.05504925921559	1	0	0	0	1	0	1	1	1
rightIndexDistal	RightHandIndex3	VERSION_NONE	0	0.02194535732269	0.02194535732269	0.02194535732269	1	0	0	0	1	0	1	1	1	0.71854466199875	1.30924808979034	-0.05868946388364	1	0	0	0	1	0	1	1	1	0.71854466199875	1.30924808979034	-0.05868946388364	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.007	VERSION_NONE	0	0.01893866062164	0.01893866062164	0.01893866062164	1	0	0	0	1	0	1	1	1	0.73748332262039	1.30350828170776	-0.05537012591958	1	0	0	0	1	0	1	1	1	0.73748332262039	1.30350828170776	-0.05537012591958	1	0	0	0	1	0	1	1	1
rightMiddleProximal	RightHandMiddle1	VERSION_NONE	0	0.09629422426224	0.09629422426224	0.09629422426224	1	0	0	0	1	0	1	1	1	0.67979007959366	1.31182551383972	-0.03011360019445	1	0	0	0	1	0	1	1	1	0.67979007959366	1.31182551383972	-0.03011360019445	1	0	0	0	1	0	1	1	1
rightMiddleIntermediate	RightHandMiddle2	VERSION_NONE	0	0.02555155754089	0.02555155754089	0.02555155754089	1	0	0	0	1	0	1	1	1	0.70534163713455	1.31157910823822	-0.03352453559637	1	0	0	0	1	0	1	1	1	0.70534163713455	1.31157910823822	-0.03352453559637	1	0	0	0	1	0	1	1	1
rightMiddleDistal	RightHandMiddle3	VERSION_NONE	0	0.02398431301117	0.02398431301117	0.02398431301117	1	0	0	0	1	0	1	1	1	0.72932595014572	1.30948448181152	-0.03473918512464	1	0	0	0	1	0	1	1	1	0.72932595014572	1.30948448181152	-0.03473918512464	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.008	VERSION_NONE	0	0.02149891853333	0.02149891853333	0.02149891853333	1	0	0	0	1	0	1	1	1	0.75082486867905	1.30883395671844	-0.02996404282749	1	0	0	0	1	0	1	1	1	0.75082486867905	1.30883395671844	-0.02996404282749	1	0	0	0	1	0	1	1	1
rightRingProximal	RightHandRing1	VERSION_NONE	0	0.09797495603561	0.09797495603561	0.09797495603561	1	0	0	0	1	0	1	1	1	0.68147081136703	1.3074826002121	-0.01133732218295	1	0	0	0	1	0	1	1	1	0.68147081136703	1.3074826002121	-0.01133732218295	1	0	0	0	1	0	1	1	1
rightRingIntermediate	RightHandRing2	VERSION_NONE	0	0.02304518222809	0.02304518222809	0.02304518222809	1	0	0	0	1	0	1	1	1	0.70451599359512	1.30948638916016	-0.01167928427458	1	0	0	0	1	0	1	1	1	0.70451599359512	1.30948638916016	-0.01167928427458	1	0	0	0	1	0	1	1	1
rightRingDistal	RightHandRing3	VERSION_NONE	0	0.02243077754974	0.02243077754974	0.02243077754974	1	0	0	0	1	0	1	1	1	0.72694677114487	1.30896854400635	-0.0116560626775	1	0	0	0	1	0	1	1	1	0.72694677114487	1.30896854400635	-0.0116560626775	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.009	VERSION_NONE	0	0.01925921440125	0.01925921440125	0.01925921440125	1	0	0	0	1	0	1	1	1	0.74620598554611	1.31148338317871	-0.01012595649809	1	0	0	0	1	0	1	1	1	0.74620598554611	1.31148338317871	-0.01012595649809	1	0	0	0	1	0	1	1	1
rightLittleProximal	RightHandPinky1	VERSION_NONE	0	0.0932052731514	0.0932052731514	0.0932052731514	1	0	0	0	1	0	1	1	1	0.67670112848282	1.30410647392273	0.00635905470699	1	0	0	0	1	0	1	1	1	0.67670112848282	1.30410647392273	0.00635905470699	1	0	0	0	1	0	1	1	1
rightLittleIntermediate	RightHandPinky2	VERSION_NONE	0	0.01889431476593	0.01889431476593	0.01889431476593	1	0	0	0	1	0	1	1	1	0.69559544324875	1.30419647693634	0.00902937911451	1	0	0	0	1	0	1	1	1	0.69559544324875	1.30419647693634	0.00902937911451	1	0	0	0	1	0	1	1	1
rightLittleDistal	RightHandPinky3	VERSION_NONE	0	0.01568877696991	0.01568877696991	0.01568877696991	1	0	0	0	1	0	1	1	1	0.71128422021866	1.30386352539063	0.01006386429071	1	0	0	0	1	0	1	1	1	0.71128422021866	1.30386352539063	0.01006386429071	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.010	VERSION_NONE	0	0.01405203342438	0.01405203342438	0.01405203342438	1	0	0	0	1	0	1	1	1	0.72533625364304	1.30469274520874	0.00873553007841	1	0	0	0	1	0	1	1	1	0.72533625364304	1.30469274520874	0.00873553007841	1	0	0	0	1	0	1	1	1
leftUpperLeg	LeftUpLeg	VERSION_NONE	0	-0.08994759619236	-0.08994759619236	-0.08994759619236	1	0	0	0	1	0	1	1	1	-0.08966978639364	0.86870008707047	-0.02874447591603	1	0	0	0	1	0	1	1	1	-0.08966978639364	0.86870008707047	-0.02874447591603	1	0	0	0	1	0	1	1	1
leftLowerLeg	LeftLeg	VERSION_NONE	0	0.02290902286768	0.02290902286768	0.02290902286768	1	0	0	0	1	0	1	1	1	-0.06676076352596	0.45012903213501	-0.00668448582292	1	0	0	0	1	0	1	1	1	-0.06676076352596	0.45012903213501	-0.00668448582292	1	0	0	0	1	0	1	1	1
leftFoot	LeftFoot	VERSION_NONE	0	0.00351738929749	0.00351738929749	0.00351738929749	1	0	0	0	1	0	1	1	1	-0.06324337422848	0.07698491215706	0.00465672463179	1	0	0	0	1	0	1	1	1	-0.06324337422848	0.07698491215706	0.00465672463179	1	0	0	0	1	0	1	1	1
leftToes	LeftToeBase	VERSION_NONE	0	-0.00175513327122	-0.00175513327122	-0.00175513327122	1	0	0	0	1	0	1	1	1	-0.06499850749969	0.00969468802214	-0.10100281983614	1	0	0	0	1	0	1	1	1	-0.06499850749969	0.00969468802214	-0.10100281983614	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.011	VERSION_NONE	0	-0.00336918979883	-0.00336918979883	-0.00336918979883	1	0	0	0	1	0	1	1	1	-0.06836769729853	0.00687436852604	-0.14994628727436	1	0	0	0	1	0	1	1	1	-0.06836769729853	0.00687436852604	-0.14994628727436	1	0	0	0	1	0	1	1	1
rightUpperLeg	RightUpLeg	VERSION_NONE	0	0.0899475812912	0.0899475812912	0.0899475812912	1	0	0	0	1	0	1	1	1	0.09022539108992	0.86870014667511	-0.02875963412225	1	0	0	0	1	0	1	1	1	0.09022539108992	0.86870014667511	-0.02875963412225	1	0	0	0	1	0	1	1	1
rightLowerLeg	RightLeg	VERSION_NONE	0	-0.02290960401297	-0.02290960401297	-0.02290960401297	1	0	0	0	1	0	1	1	1	0.06731578707695	0.45013204216957	-0.00699779391289	1	0	0	0	1	0	1	1	1	0.06731578707695	0.45013204216957	-0.00699779391289	1	0	0	0	1	0	1	1	1
rightFoot	RightFoot	VERSION_NONE	0	-0.00352013856173	-0.00352013856173	-0.00352013856173	1	0	0	0	1	0	1	1	1	0.06379564851522	0.07698848843575	0.00409041158855	1	0	0	0	1	0	1	1	1	0.06379564851522	0.07698848843575	0.00409041158855	1	0	0	0	1	0	1	1	1
rightToes	RightToeBase	VERSION_NONE	0	0.00172889232635	0.00172889232635	0.00172889232635	1	0	0	0	1	0	1	1	1	0.06552454084158	0.00970318168402	-0.10189328342676	1	0	0	0	1	0	1	1	1	0.06552454084158	0.00970318168402	-0.10189328342676	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	leaf.012	VERSION_NONE	0	0.00338919460773	0.00338919460773	0.00338919460773	1	0	0	0	1	0	1	1	1	0.06891373544931	0.00687904749066	-0.15054295957088	1	0	0	0	1	0	1	1	1	0.06891373544931	0.00687904749066	-0.15054295957088	1	0	0	0	1	0	1	1	1
